2017-11-06 00:00:00  -1.8662        33.92
2017-11-07 00:00:00  -1.8464       33.999
2017-11-08 00:00:00  -1.8442       34.039
2017-11-09 00:00:00  -1.8515       34.031
2017-11-10 00:00:00  -1.8545       34.031
2017-11-11 00:00:00  -1.8764       33.935
2017-11-12 00:00:00  -1.8764       33.927
2017-11-13 00:00:00  -1.8515       34.016
2017-11-14 00:00:00  -1.8757       33.921
2017-11-15 00:00:00   -1.861       33.953
2017-11-16 00:00:00  -1.8552       33.981
2017-11-17 00:00:00  -1.8501       33.956
2017-11-18 00:00:00  -1.8515       33.937
2017-11-19 00:00:00  -1.8581       33.898
2017-11-20 00:00:00  -1.8735       33.815
2017-11-21 00:00:00  -1.8691       33.775
2017-11-22 00:00:00  -1.8647       33.766
2017-11-23 00:00:00  -1.8684       33.738
2017-11-24 00:00:00  -1.8654       33.709
2017-11-25 00:00:00  -1.8647       33.679
2017-11-26 00:00:00  -1.9292       33.462
2017-11-27 00:00:00  -1.8991       33.447
2017-11-28 00:00:00  -1.9929       33.201
2017-11-29 00:00:00  -1.8501       33.444
2017-11-30 00:00:00  -1.8786       33.445
2017-12-01 00:00:00  -1.8962        33.34
2017-12-02 00:00:00  -1.9482       33.221
2017-12-03 00:00:00  -2.0918       32.812
2017-12-04 00:00:00  -2.1064       32.467
2017-12-05 00:00:00  -1.8625       32.899
2017-12-06 00:00:00  -1.8354       33.126
2017-12-07 00:00:00  -1.8896       33.012
2017-12-08 00:00:00  -1.9695        32.82
2017-12-09 00:00:00  -1.8977       32.824
2017-12-10 00:00:00  -2.1284       32.437
2017-12-11 00:00:00  -2.1716       32.131
2017-12-12 00:00:00  -1.8318       32.315
2017-12-13 00:00:00  -1.1425       32.594
2017-12-14 00:00:00 -0.30827       32.719
2017-12-15 00:00:00-0.037996       32.801
2017-12-16 00:00:00 -0.01822       32.911
2017-12-17 00:00:00 -0.42546       33.129
2017-12-18 00:00:00 -0.42912       33.262
2017-12-19 00:00:00  0.20371        33.29
2017-12-20 00:00:00 0.016205       33.351
2017-12-21 00:00:00 0.060152       33.454
2017-12-22 00:00:00  0.45933       33.496
2017-12-23 00:00:00  0.68493        33.52
2017-12-24 00:00:00  0.40294       33.569
2017-12-25 00:00:00  0.33116       33.612
2017-12-26 00:00:00  0.49596       33.638
2017-12-27 00:00:00   0.3751       33.663
2017-12-28 00:00:00  0.75597       33.666
2017-12-29 00:00:00  0.90832       33.666
2017-12-30 00:00:00  0.98083       33.685
2017-12-31 00:00:00   1.2203       33.702
